notes,event_type
"A shooting took place in Tha Kamcham, Nong Chik, Pattani. The incident is thought to be related to insurgent activities. At least one infantry firearm was used. There were 0 injuries and 1 fatalities.",Violence against civilians
"A clash took place in Kayu Boko, Raman, Yala. The incident is thought to be related to insurgent activities. At least one infantry firearm was used. There were 1 injuries and 0 fatalities.",Other
"A bomb went off in Narathiwat province's Rueso district in Ban Deu Yae, injuring four soldiers and one civilian. Police blamed militants who were targeting the security force who were escorting teachers.",Other
"In Pattani, two soldiers suffered minor injuries after a roadside bomb attack exploded, targeting a security escort for teachers in Khok Pho district. The bomb exploded as a pickup truck carrying six soldiers passed over the planted explosive.",Other
"A bombing took place in Sawo, Rueso, Narathiwat. The incident is thought to be related to insurgent activities. At least one improvised explosive device (IED) was used. There were 3 injuries and 0 fatalities.",Other
"A search took place in Na Pradu, Khok Pho, Pattani. The incident is thought to be related to counter-insurgency activities. No weapons were used. There were 0 injuries and 0 fatalities. State forces assumed to be military. State forces assumed to be military.",Other
"An arrest took place in Cha-kwa, Raman, Yala. The incident is thought to be related to counter-insurgency activities. No weapons were used. There were 0 injuries and 0 fatalities. State forces assumed to be military. State forces assumed to be military.",Other
"The demolition of an explosive device took place in Samakkhi, Rueso, Narathiwat. The incident is thought to be related to insurgent activities. At least one improvised explosive device (IED) was used. There were 0 injuries and 0 fatalities.",Other
"One woman was killed and a dozen people were injured, including soldiers, from a motorcycle bomb attack in Yala's provincial seat as many homes were damaged from fire resulting from the explosion. No other details were reported.",Other
"An arrest took place in Khuan, Panare, Pattani. The incident is thought to be related to counter-insurgency activities. No weapons were used. There were 0 injuries and 0 fatalities. State forces assumed to be military. State forces assumed to be military.",Other
"A report/surrender took place in Tha Kamcham, Nong Chik, Pattani. The incident is thought to be related to counter-insurgency activities. No weapons were used. There were 0 injuries and 0 fatalities. State forces assumed to be military. State forces assumed to be military.",Other
"An arrest took place in Yarang, Yarang, Pattani. The incident is thought to be related to counter-insurgency activities. No weapons were used. There were 0 injuries and 0 fatalities. State forces assumed to be military. State forces assumed to be military.",Other
"Three people were killed and 36 injured in a bomb blast that hit a local train at the Salo Bukit Yure station in Rueso district of Narathiwat. Although the bomb went off hours before US President Barack Obama's visit, police insist it was related to the rising southern militant violence. Militants were reported to have fired at the train after the explosion.",Other
Activists from 14 non-governmental organizations and consumer advocacy groups gathered outside Don Mueang airport in Bangkok to protest against the US-led Trans-Pacific Partnership free-trade agreement (TPP).,Protests
"A Narathiwat woman was gunned down and her son injured in an attack in in Ban Luk Khao village, Tanyong Limo sub-district in Ra-ngae district of Narathiwat. Police presumed that the shooting was related to the ongoing militant violence in the region.",Violence against civilians
"A bombing took place in Rueso, Rueso, Narathiwat. The incident is thought to be related to insurgent activities. At least one improvised explosive device (IED) was used. There were 16 injuries and 1 fatalities. State forces assumed to be military. State forces assumed to be military.",Other
"A robbery of weapons took place in Bacho, Bacho, Narathiwat. The incident is thought to be related to insurgent activities. At least one firearm of an unknown type was used. There were 0 injuries and 0 fatalities.",Other
"In Yala's municipality, a bomb targeting a five-member team of military dog handlers travelling in a pickup truck exploded, killing one woman and injuring 33 others. Police believe it was the work of militants.",Other
"A clash took place in Sawo, Rueso, Narathiwat. The incident is thought to be related to insurgent activities. At least one firearm of an unknown type was used. There were 0 injuries and 0 fatalities.",Other
"A shooting took place in Plong Hoi, Kapho, Pattani. The incident is thought to be related to insurgent activities. At least one infantry firearm was used. There were 1 injuries and 1 fatalities. State forces assumed to be military. State forces assumed to be military.",Other
An assistant village head in Narathiwat's Chanae district was killed in his rubber plantation. No other details were reported. Police believe it was the work of militants.,Violence against civilians
A village head in Su-ngai Padi district of Narathiwat was shot three times in the head by a gunman on a motorcycle. Police believe it was the work of militants.,Violence against civilians
