notes,event_type
"On May 11, in Semarang (Semarang, Central Java), about 100 Association of Islamic Students (HMI) members staged a rally, demanding the resignation of Corruption Eradication Commission (KPK) commissioner Saut Situmorang.",Protests
"On May 6, in Kebun Jeruk (West Jakarta, Jakarta), a student clash that involved sharp weapons took place on Jalan Pejuangan. There were reported injuries of students.",Riots
"On May 4, in Merdeka (Central Jakarta, Jakarta), non-permanent staff (PTT) midwives traveled from various regions across the country protested in front of the Presidential Palace to demand to be permanent midwives.",Protests
"On 2 May 2016, Papuan activists participated in a series of peaceful demonstrations across Indonesia organized by supporters of the ULMWP in order to commemorate the 53rd anniversary of the handover of West Papua to the Indonesian government by the United Nations Temporary Executive Authority. In Sorong and Fakfak districts of West Papua province, at least 67 activists were detained by the police. Most the activists were released without charge the following day. [size=34]",Protests
"On 2 May 2016, Papuan activists participated in a series of peaceful demonstrations across Indonesia organized by supporters of the ULMWP in order to commemorate the 53rd anniversary of the handover of West Papua to the Indonesian government by the United Nations Temporary Executive Authority. In Jayapura city, Papua province, 1,450 activists were detained by the police and were held in an open field under the sun and ordered to strip off their shirts. Most the activists were released without charge the following day. [size=1450]",Protests
"On 2 May 2016, Papuan activists participated in a series of peaceful demonstrations across Indonesia organized by supporters of the ULMWP in order to commemorate the 53rd anniversary of the handover of West Papua to the Indonesian government by the United Nations Temporary Executive Authority. In Makassar city in South Sulawesi province, 42 activists were detained by the police. Most the activists were released without charge the following day. [size=45]",Protests
"On 2 May 2016, Papuan activists participated in a series of peaceful demonstrations across Indonesia organized by supporters of the ULMWP in order to commemorate the 53rd anniversary of the handover of West Papua to the Indonesian government by the United Nations Temporary Executive Authority. In Merauke city and Wamena city in Papua province, 130 activists were detained by the police. Most the activists were released without charge the following day. [size=65]",Protests
"On 2 May 2016, Papuan activists participated in a series of peaceful demonstrations across Indonesia organized by supporters of the ULMWP in order to commemorate the 53rd anniversary of the handover of West Papua to the Indonesian government by the United Nations Temporary Executive Authority. In Semarang city in Central Java province, 45 activists were detained by the police. Most the activists were released without charge the following day. [size=45]",Protests
"On 2 May 2016, Papuan activists participated in a series of peaceful demonstrations across Indonesia organized by supporters of the ULMWP in order to commemorate the 53rd anniversary of the handover of West Papua to the Indonesian government by the United Nations Temporary Executive Authority. In Sorong and Fakfak districts of West Papua province, at least 67 activists were detained by the police. Most the activists were released without charge the following day. [size=34]",Protests
"On 2 May 2016, Papuan activists participated in a series of peaceful demonstrations across Indonesia organized by supporters of the ULMWP in order to commemorate the 53rd anniversary of the handover of West Papua to the Indonesian government by the United Nations Temporary Executive Authority. In Merauke city and Wamena city in Papua province, 130 activists were detained by the police. Most the activists were released without charge the following day. [size=65]",Protests
"On April 28, in Surabaya (Surabaya, East Java), masses from several public organizations in East Java, including the Islamic Defender Front, other Muslim groups, students , staged a protest rejecting the rise of communism in front of the Negara Grahadi Building.",Protests
"On April 27, in Jakarta (Jakarta), members of the Joint Movement against the Tobacco Industry (Gebrak) staged a protest at the World Tobacco Process and Machinery (WTPM) expo.",Protests
"Assumed April 24, in Tolikara regency (Papua), two residents were killed in a clash over the distribution of village funds.",Riots
"On April 23, in Bandung City (West Java), riots broke out at Banceuy prison. Police intervened to help stop the riots, and there were injuries.",Riots
"On April 23, in Poso (Central Sulawesi), a MIT militant was shot dead by counterterrorism police units.",Other
"On April 12, in Merdeka (Central Jakarta), nine women protested the planned construction of a cement factory in Pati, Central Java, which they argue could threaten farmers' livelihoods.",Protests
"On 12 April 2016, five people were caned in front of a large crowd in Takengon city, Central Aceh district, Aceh province, for breaking Shari'a law. One couple were caned 100 times each for committing adultery, another couple was canned three times each for being alone with someone of the opposite sex who is not a marriage partner or relative, and a Christian woman was caned 28 times for selling alcohol. This is the first time a non-Muslim has been convicted under Shari'a law in Aceh, which prior to October 2015 only applied to Muslims.",Violence against civilians
"Assumed April 9-10, in Depok City (Depok, West Java), University of Indonesia student executive body (BEM) staged a rally protesting against the reclamation of the Jakarta Bay.",Protests
"On April 10, in Bandung City (Bandung, West Java), residents of Jatisari village protested the presence of the East Bandung Karo Batak Protestant Church (GBKP).",Protests
"On April 5, in Batam City (Batam, Riau Islands), employees of the Batam Free Trade Zone Authority (BPK FTZ) protested against the newly appointed BPK FTZ head.",Protests
